09/06/2015 (24 CPU)
0.29 0.75 3.63
0.29 0.96 3.79
0.21 0.75 3.72
0.21 0.71 3.72
0.21 0.75 3.68
0.38 0.75 3.67
0.21 0.59 3.72
0.25 0.63 3.72
0.17 0.67 3.68
0.38 0.67 3.67
0.29 0.75 3.67
0.17 0.79 3.72
0.25 0.71 3.63
0.21 0.75 3.64
0.21 0.71 3.68
0.21 0.75 3.72
0.21 0.59 3.85
0.25 0.71 3.63
0.21 0.67 3.72
0.17 0.75 3.72
0.21 0.83 3.71
0.29 0.71 3.80
0.21 0.84 3.68
0.25 0.63 3.76
0.25 0.79 3.71
0.17 0.75 3.64
0.21 0.84 3.76
0.25 0.71 3.67
0.29 0.71 3.68
0.38 0.67 3.67
0.21 0.59 3.68
0.17 0.75 3.76
0.17 0.79 3.72
0.25 0.75 3.63
0.21 0.79 3.72
0.17 0.67 3.64
0.21 0.63 3.89
0.33 0.54 3.72
0.17 0.59 3.64
0.29 0.79 3.67
0.21 0.67 3.72
0.29 0.79 3.79
0.13 0.71 3.60
0.29 0.54 3.64
0.29 0.63 3.64
0.25 0.71 3.68
0.17 0.63 3.73
0.25 0.59 3.68
0.25 0.96 3.71
0.25 0.59 3.60
0.17 0.71 3.47
0.25 0.63 3.55
0.29 0.54 3.51
0.21 0.83 3.46
0.25 0.75 3.51
0.42 0.58 3.47
0.25 0.59 3.59
0.25 0.63 3.51
0.17 0.59 3.52
0.29 0.71 3.59
0.29 0.71 3.72
0.25 0.54 3.81
0.17 0.63 3.73
0.25 0.67 3.64
0.21 0.63 3.72
0.33 0.54 3.72
0.21 0.63 3.77
0.25 0.67 3.68
0.29 0.59 3.64
0.38 0.79 3.67
0.17 0.67 3.68
0.21 0.67 3.76
0.21 0.79 3.67
0.21 0.59 3.72
0.21 0.67 3.72
0.21 0.75 3.72
0.29 0.71 3.68
0.25 0.59 3.68
0.21 0.92 3.67
0.21 0.67 3.72
0.42 0.67 3.67
0.25 0.79 3.76
0.29 0.75 3.76
0.21 0.50 3.60
0.25 0.79 3.67
0.38 1.38 3.13
0.29 0.42 3.77
0.25 0.67 3.72
0.29 0.75 3.80
0.25 0.71 3.67
0.21 0.63 3.68
0.25 0.83 3.80
0.17 0.63 3.69
0.17 0.75 3.68
0.25 0.67 3.72
0.17 0.84 3.67
0.25 0.71 3.76
0.25 0.75 3.63
0.33 0.75 3.67
0.21 0.71 3.72
0.25 0.71 3.68
0.21 0.84 3.72
0.08 0.71 3.69
0.38 0.67 3.67
0.21 0.71 3.72
0.25 0.75 3.63
0.33 0.59 3.72
0.25 0.79 3.71
0.21 0.54 3.64
0.21 0.71 3.76
0.21 0.79 3.72
0.29 0.88 3.71
0.29 0.67 3.68
0.13 0.75 3.68
0.17 0.71 3.68
0.25 0.59 3.64
0.17 0.75 4.02
0.29 0.75 3.71
0.25 0.67 3.68
0.25 0.63 3.64
0.17 0.67 3.64
0.46 0.79 3.79
0.38 0.71 3.63
0.33 0.46 3.72
0.25 0.83 3.71
0.13 0.67 3.68
0.38 0.54 3.88
0.21 0.59 3.64
0.21 0.75 3.72
0.21 0.67 3.68
0.29 0.54 3.76
0.29 0.67 3.76
0.25 0.63 3.68
0.25 0.79 3.67
0.29 0.59 3.72
0.25 0.71 3.72
0.25 0.67 3.80
0.17 0.79 3.72
0.38 0.46 3.68
0.21 0.59 3.72
0.21 0.71 3.68
0.21 0.59 3.77
0.21 0.79 3.71
0.25 0.88 3.67
0.21 1.00 3.67
0.17 0.50 3.69
0.29 0.71 3.76
0.13 0.54 3.69
0.29 0.67 3.68
0.33 0.67 3.67
0.17 0.75 3.64
0.25 0.71 3.80
0.25 0.59 3.64
0.17 0.71 3.72
0.25 0.71 3.68
0.17 1.04 3.43
0.25 1.25 3.34
0.21 0.67 3.68
0.25 0.67 3.72
0.33 0.50 3.72
0.29 0.54 3.72
0.33 0.71 3.80
0.38 0.59 3.64
0.33 0.71 3.75
0.25 0.63 3.72
0.33 0.67 3.67
0.13 0.71 3.77
0.17 0.63 3.69
0.25 0.59 3.68
0.29 0.67 3.71
0.33 0.59 3.72
0.29 0.67 3.80
0.29 0.88 3.71
0.25 0.75 3.59
0.29 0.63 3.72
0.21 0.71 3.68
0.25 0.67 3.68
0.25 0.54 3.76
0.17 0.67 3.72
0.21 0.75 3.68
0.25 0.75 3.63
0.25 0.59 3.81
0.17 0.67 3.64
0.33 0.50 3.72
0.29 0.83 3.63
0.29 0.54 3.69
0.17 0.63 3.81
0.33 0.67 3.67
0.17 0.79 3.59
0.25 0.71 3.68
0.29 0.63 3.64
0.29 0.79 3.75
0.25 0.84 3.59
0.21 0.67 3.64
0.21 0.67 3.68
0.17 0.63 3.60
0.33 0.83 3.76
0.33 0.63 3.55
0.25 0.67 3.60
0.38 0.59 3.55
0.25 1.08 3.62
0.29 0.84 3.72
0.17 0.63 3.68
0.25 0.67 3.72
0.25 0.71 3.72
0.21 0.63 3.68
0.25 0.59 3.81
0.17 0.71 3.68
0.17 0.59 3.73
0.29 0.88 3.71
0.25 0.75 3.59
0.33 0.71 3.80
0.17 0.67 3.64
0.17 0.63 3.68
0.25 0.75 3.68
0.21 0.71 3.68
0.21 0.71 3.80
0.29 0.54 3.72
0.17 0.63 3.64
0.29 0.63 3.72
0.21 0.75 3.72
0.25 0.75 3.76
0.29 0.83 3.67
0.17 0.59 3.69
0.17 0.84 3.63
0.38 0.75 3.67
0.13 1.63 3.26
0.25 0.67 3.68
0.33 0.63 3.67
0.33 0.54 3.72
0.21 0.71 3.72
0.25 0.79 3.80
0.33 0.75 3.67
0.21 0.71 3.68
0.21 0.67 3.64
0.21 0.67 3.68
0.25 0.63 3.89
0.17 0.79 3.72
0.21 0.71 3.68
0.13 0.75 3.72
0.46 0.71 3.72
0.79 1.67 3.80
0.25 0.71 3.51
0.25 0.79 3.63
0.29 0.63 3.60
0.29 0.67 3.55
0.21 0.63 3.81
0.17 0.59 3.68
0.21 0.79 3.71
0.29 0.63 3.72
0.21 0.67 3.72
0.25 0.71 3.76
0.17 0.71 3.68
0.33 0.67 3.67
0.25 0.63 3.72
0.17 0.71 3.68
0.29 0.67 3.68
0.17 0.71 3.76
0.38 0.58 3.68
0.25 0.63 3.68
0.25 0.75 3.68
0.21 0.59 3.81
0.29 0.71 3.68
0.21 0.59 3.68
0.17 0.63 3.72
0.17 0.50 3.73
0.25 0.67 3.64
0.25 0.63 3.72
0.21 0.63 3.68
0.25 0.75 3.67
0.29 0.75 3.68
0.29 0.59 3.80
0.25 0.83 3.75
0.25 0.59 3.68
0.46 0.75 3.67
0.21 0.63 3.68
0.33 0.79 3.84
0.29 0.79 3.67
0.33 0.63 3.64
0.38 0.71 3.67
0.21 0.75 3.64
0.25 0.63 3.64
0.25 0.67 3.68
0.29 0.59 3.55
0.33 0.83 3.50
0.25 0.71 3.51
0.33 0.71 3.55
0.29 0.67 3.47
0.29 0.75 3.55
0.25 0.63 3.51
0.33 0.96 3.42
0.29 0.67 3.43
0.33 0.83 3.38
0.29 0.79 3.38
0.33 0.84 3.26
0.33 0.79 3.34
0.33 1.58 3.09
0.21 0.84 3.34
0.25 0.42 3.48
0.38 0.71 3.47
0.29 0.71 3.55
0.25 0.59 3.60
0.38 0.50 3.48
0.25 0.59 3.56
0.42 0.50 3.51
0.33 0.75 3.51
0.33 0.63 3.64
0.38 0.67 3.59
0.38 0.67 3.51
0.38 0.63 3.51
0.33 0.75 3.51
0.33 0.54 3.60
0.38 0.63 3.51
0.42 0.71 3.46
0.42 0.46 3.60
0.33 0.67 3.47
0.33 0.71 3.67
0.25 0.79 3.51
0.42 0.71 3.54
0.38 0.54 3.55
0.33 0.67 3.55
0.42 0.59 3.64
0.29 0.67 3.59
0.33 0.63 3.59
0.25 0.50 6.74
0.33 0.46 3.56
0.17 0.71 3.63
0.17 0.54 3.55
0.17 0.59 3.55
0.25 0.50 3.60
0.21 0.58 3.55
0.25 0.42 3.64
0.21 0.50 3.60
0.25 0.50 3.59
0.25 0.59 3.51
0.25 0.58 3.55
0.21 0.67 3.67
0.21 0.67 3.55
0.25 0.59 3.55
0.21 0.50 3.60
0.17 0.67 3.59
0.25 0.50 3.76
0.25 0.50 3.59
0.21 0.67 3.55
0.17 0.50 3.56
0.25 0.54 3.55
0.21 0.54 3.63
0.21 0.67 3.59
0.21 0.46 3.60
0.17 0.71 3.59
0.17 0.21 3.60
0.33 0.58 3.63
0.33 0.54 3.51
0.25 0.58 3.59
0.38 0.42 3.59
0.42 0.50 3.51
0.17 0.67 3.68
0.25 0.58 3.59
0.21 0.54 3.63
0.21 0.63 3.59
0.25 0.79 3.58
0.21 0.63 3.63
0.21 0.63 3.59
0.29 0.42 3.55
0.21 0.54 3.55
0.29 0.63 3.59
0.13 1.71 3.42
0.25 0.54 3.63
0.29 0.54 3.59
0.25 0.50 3.59
0.25 0.67 3.59
0.13 0.63 3.68
0.33 0.38 3.55
0.25 0.67 3.55
0.17 0.38 3.60
0.25 0.63 3.55
0.25 0.58 3.67
0.17 0.75 3.55
0.17 0.54 3.59
0.25 0.54 3.51
0.33 0.54 3.55
0.25 0.58 3.72
0.25 0.63 3.55
0.17 0.63 3.80
0.25 0.38 3.56
0.25 0.59 3.55
0.17 0.63 3.68
0.21 0.54 3.55
0.25 0.50 3.60
0.29 0.50 3.59
0.25 0.63 3.63
0.25 0.58 3.67
0.25 0.38 3.56
0.21 0.58 3.59
0.21 0.54 3.55
0.29 0.46 3.55
0.25 0.50 3.68
0.13 0.63 3.55
0.29 0.54 3.63
0.21 0.58 3.59
0.33 0.54 3.59
0.25 0.54 3.63
0.21 0.63 3.59
0.21 0.75 3.51
0.08 0.54 3.60
0.17 0.50 3.60
0.25 0.54 3.72
0.21 0.54 3.60
0.17 0.50 3.60
0.17 0.50 3.60
0.25 0.71 3.59
0.13 0.63 3.72
0.17 0.67 3.59
0.13 0.71 3.55
0.25 0.67 3.59
0.33 0.54 3.51
0.21 0.59 3.72
0.13 0.58 3.63
0.21 0.58 3.59
0.29 0.62 3.58
0.21 0.71 3.59
0.17 0.50 3.93
0.29 0.63 3.59
0.29 0.42 3.60
0.25 0.63 3.55
0.13 0.63 3.59
0.25 0.42 3.89
0.21 0.71 3.63
0.25 0.46 3.59
0.29 0.54 3.59
0.21 0.42 3.64
0.25 0.54 3.64
0.33 0.54 3.59
0.13 0.50 3.56
0.21 0.54 3.59
0.21 0.50 3.55
0.21 1.17 3.22
0.21 0.46 3.64
0.21 0.42 3.55
0.17 0.59 3.59
0.21 0.50 3.64
0.29 0.63 3.67
0.17 0.54 3.64
0.21 0.58 3.59
0.17 0.50 3.60
0.21 0.50 3.59
0.17 0.42 3.72
0.21 0.59 3.55
0.29 0.63 3.59
0.17 0.50 3.56
0.25 0.54 3.59
0.25 0.58 3.75
0.25 0.46 3.60
0.25 0.46 3.60
0.21 0.58 3.63
0.17 0.42 3.60
0.21 0.58 3.76
0.21 0.42 3.60
0.29 0.58 3.59
0.17 0.50 3.60
0.17 0.54 3.60
0.13 0.46 3.77
0.21 0.42 3.64
0.17 0.58 3.63
0.17 0.59 3.55
0.17 0.63 3.59
0.17 0.63 3.76
0.29 0.54 3.59
0.17 0.63 3.68
0.21 0.58 3.59
0.17 0.59 3.59
0.21 0.63 3.76
0.25 0.67 3.63
0.17 0.54 3.64
0.21 0.63 3.63
0.29 0.54 3.59
0.25 0.50 3.72
0.21 0.54 3.55
0.29 0.42 3.60
0.17 0.59 3.59
0.13 0.67 3.59
0.21 0.46 3.76
0.25 0.54 3.63
0.21 0.50 3.63
0.17 0.63 3.63
0.25 0.46 3.55
0.29 0.54 3.72
0.25 0.75 3.54
0.21 0.58 3.59
0.21 0.46 3.55
0.17 0.63 3.51
0.25 0.50 3.72
0.21 0.67 3.59
0.25 0.63 3.59
0.08 0.71 3.59
0.21 0.58 3.59
0.21 0.58 3.76
1.00 1.25 3.59
0.29 0.38 3.56
0.33 0.46 3.55
0.21 0.59 3.59
0.17 0.59 3.56
0.13 0.67 3.51
0.25 0.42 3.60
0.25 0.42 3.60
0.17 0.50 3.60
0.21 0.50 3.72
0.13 0.54 3.55
0.21 0.63 3.55
0.21 0.50 3.55
0.13 0.67 3.72
0.21 0.54 3.72
0.17 0.50 3.64
0.17 0.46 3.60
0.21 0.59 3.59
0.21 0.42 3.64
0.13 0.59 3.72
0.17 0.54 3.55
0.25 0.63 3.59
0.17 0.54 3.63
0.17 0.46 3.60
0.25 0.54 3.72
0.25 0.54 3.59
0.21 0.54 3.59
0.21 0.58 3.59
0.21 0.46 3.60
0.25 0.54 3.71
0.17 0.50 3.64
0.21 0.59 3.55
0.25 0.58 3.59
0.33 0.54 3.59
0.33 0.42 3.76
0.17 0.58 3.59
0.17 0.46 3.60
0.21 0.54 3.59
0.21 0.58 3.59
0.17 0.54 3.64
0.25 0.42 3.64
0.21 0.54 3.55
0.29 0.46 3.55
0.13 0.67 3.59
0.08 0.63 3.76
0.08 0.50 3.60
0.17 0.42 3.64
0.25 0.50 3.60
0.25 0.50 3.55
0.21 0.58 3.76
0.17 0.54 3.60
0.25 0.71 3.62
0.21 0.50 3.55
0.13 0.50 3.60
0.17 0.67 3.72
0.21 0.54 3.68
0.21 0.50 3.63
0.17 0.79 3.58
0.21 0.54 3.59
0.13 0.59 3.72
0.21 0.58 3.59
0.21 0.54 3.55
0.21 0.67 3.63
0.25 0.58 3.59
0.25 0.58 3.72
0.29 0.63 3.59
0.17 0.63 3.63
0.25 0.50 3.59
0.17 0.46 3.64
0.17 0.54 3.72
0.17 0.50 3.63
0.21 0.50 3.60
0.25 0.46 3.55
0.21 0.54 3.55
0.21 0.50 3.68
0.29 0.50 3.63
0.21 0.58 3.59
0.21 0.67 3.59
0.25 0.50 3.64
0.17 0.75 3.55
0.08 0.92 3.18
0.25 0.50 3.59
0.29 0.54 3.59
0.21 0.38 3.64
0.25 0.42 3.68
0.29 0.42 3.55
0.17 0.50 3.59
0.21 0.67 3.59
0.25 0.46 3.60
0.17 0.58 3.76
0.25 0.58 3.59
0.29 0.38 3.60
0.25 0.58 3.63
0.25 0.54 3.63
0.21 0.46 3.72
0.08 0.58 3.55
0.25 0.54 3.63
0.17 0.54 3.64
0.25 0.54 3.59
0.25 0.54 3.76
0.17 0.46 3.64
0.21 0.54 3.59
0.17 0.67 3.55
0.17 0.63 3.64
0.17 0.46 3.81
0.21 0.50 3.63
0.33 0.46 3.59
0.04 0.63 3.64
0.17 0.54 3.63
0.17 0.63 3.72
0.17 0.67 3.59
0.25 0.67 3.62
0.25 0.63 3.59
0.25 0.63 3.59
0.17 0.50 3.68
0.21 0.50 3.64
0.17 0.58 3.63
0.21 0.58 3.63
0.25 0.46 3.60
0.21 0.46 3.76
0.21 0.58 3.55
0.17 0.50 3.60
0.17 0.67 3.59
0.29 0.50 3.59
0.25 0.54 3.67
0.21 0.50 3.59
0.21 0.50 3.60
0.17 0.50 3.64
0.17 0.54 3.64
0.13 0.58 3.76
0.17 0.50 3.63
0.13 0.42 3.60
0.17 0.63 3.59
0.21 0.46 3.59
0.21 0.46 3.72
0.29 0.42 3.59
0.17 0.54 3.59
0.25 0.33 3.64
0.21 0.50 3.59
0.21 0.50 3.72
0.13 0.42 3.68
0.29 0.42 3.64
0.21 0.42 3.60
0.17 0.42 3.60
0.21 0.42 3.80
0.25 0.58 3.55
0.29 0.46 3.59
0.21 0.54 3.59
0.21 0.50 3.63
0.21 0.63 3.72
0.08 1.34 3.22
0.17 0.46 3.64
0.25 0.50 3.63
0.25 0.46 3.59
0.13 0.54 3.68
0.21 0.58 3.63
0.21 0.42 3.64
0.17 0.54 3.64
0.25 0.50 3.63
0.25 0.50 3.72
0.13 0.42 3.60
0.25 0.62 3.62
0.21 0.54 3.55
0.29 0.46 3.63
0.21 0.58 3.72
0.29 0.54 3.63
0.17 0.54 3.55
0.17 0.63 3.63
0.17 0.58 3.63
0.25 0.54 3.76
0.17 0.50 3.59
0.17 0.50 3.59
0.29 0.58 3.63
0.17 0.50 3.60
0.21 0.58 3.72
0.21 0.58 3.55
0.21 0.50 3.59
0.21 0.42 3.60
0.13 0.46 3.64
0.29 0.63 3.67
0.25 0.54 3.63
0.17 0.42 3.64
0.21 0.54 3.59
0.21 0.33 3.64
0.21 0.54 3.68
0.25 0.54 3.63
0.21 0.54 3.59
0.17 0.63 3.55
0.17 0.50 3.59
0.25 0.42 3.72
0.25 0.42 3.60
0.17 0.71 3.63
0.17 0.29 3.64
0.17 0.58 3.63
0.17 0.42 3.72
0.25 0.54 3.55
0.08 0.42 3.64
0.17 0.54 3.59
0.25 0.42 3.59
0.17 0.50 3.68
0.13 0.59 3.64
0.17 0.50 3.60
0.13 0.54 3.64
0.17 0.63 3.59
0.21 0.50 3.64
0.21 0.38 3.64
0.13 0.63 3.63
0.29 0.58 3.63
0.17 0.50 3.55
0.17 0.46 3.72
0.08 0.46 3.64
0.17 0.46 3.64
0.17 0.54 3.55
0.13 0.54 3.64
0.17 0.46 3.68
0.21 0.46 3.60
0.13 0.54 3.64
0.29 0.38 3.60
0.17 0.38 3.64
0.13 0.58 3.72
0.21 0.46 3.60
0.17 0.46 3.64
0.29 0.46 3.59
0.13 0.59 3.64
0.25 0.46 3.84
0.25 0.50 3.59
0.21 0.50 3.63
0.17 0.38 3.56
1.38 0.71 1.08
3.42 0.08 0.12
1.79 0.12 0.00
0.62 0.33 0.00
